experiment_path,seed,model1_loss,model1_hamming,model1_accuracy,model2_loss,model2_hamming,model2_accuracy,y_test_violation,model_1_violation,model_2_violation
4_1.0_2_2,2,0.21790939569473267,0.09013333171606064,0.3799999952316284,0.2142234742641449,0.08266666531562805,0.46133333444595337,0.0,0.5106666666666667,0.41733333333333333
5_1.5_2_2,1,0.2938893139362335,0.133733332157135,0.24133333563804626,0.3896293342113495,0.1348000019788742,0.3453333377838135,0.0,0.6573333333333333,0.54
5_1.5_2_2,2,0.2977195978164673,0.1353333294391632,0.23199999332427979,0.36681100726127625,0.13626666367053986,0.3466666638851166,0.0,0.6733333333333333,0.54
3_0.5_3_2,1,0.12993842363357544,0.06106666848063469,0.5146666765213013,0.12722916901111603,0.0544000007212162,0.5640000104904175,0.0,0.288,0.23866666666666667
3_0.5_3_2,2,0.13000482320785522,0.058666665107011795,0.5266666412353516,0.1272057592868805,0.0549333319067955,0.5640000104904175,0.0,0.29333333333333333,0.24533333333333332
3_0.5_1_1,1,0.05736148729920387,0.02280000038444996,0.7946666479110718,0.05562301352620125,0.020400000736117363,0.8226666450500488,0.0,0.07333333333333333,0.056
3_0.5_1_1,2,0.05854922533035278,0.02319999970495701,0.7919999957084656,0.05492633581161499,0.020533332601189613,0.8146666884422302,0.0,0.076,0.06933333333333333
4_1.5_2_2,1,0.28724074363708496,0.12626667320728302,0.23999999463558197,0.3302561640739441,0.11919999867677689,0.35866665840148926,0.0,0.6413333333333333,0.49466666666666664
4_1.5_2_2,2,0.28329893946647644,0.12693333625793457,0.2613333463668823,0.3465474247932434,0.12533333897590637,0.35333332419395447,0.0,0.64,0.484
5_1.0_2_2,1,0.2179400622844696,0.09080000221729279,0.3986666798591614,0.21603406965732574,0.0843999981880188,0.47733333706855774,0.0,0.46,0.36666666666666664
5_1.0_2_2,2,0.21431981027126312,0.08893333375453949,0.4026666581630707,0.21861597895622253,0.08720000088214874,0.4533333480358124,0.0,0.46266666666666667,0.376
4_0.5_1_2,1,0.07174763828516006,0.0284000001847744,0.7480000257492065,0.0699727013707161,0.026533333584666252,0.7666666507720947,0.0,0.10666666666666667,0.092
4_0.5_1_2,2,0.08540820330381393,0.03200000151991844,0.7279999852180481,0.07236494868993759,0.029733333736658096,0.7519999742507935,0.0,0.12266666666666666,0.11066666666666666
4_0.5_3_1,1,0.1253427416086197,0.04839999973773956,0.5946666598320007,0.12566405534744263,0.04933333396911621,0.5973333120346069,0.0,0.2693333333333333,0.25866666666666666
4_0.5_3_1,2,0.12303265929222107,0.04946666583418846,0.5960000157356262,0.12013064324855804,0.04919999837875366,0.5946666598320007,0.0,0.26266666666666666,0.25333333333333335
2_1.0_2_1,1,0.14102017879486084,0.0541333332657814,0.6119999885559082,0.13160331547260284,0.04373333230614662,0.7160000205039978,0.0,0.252,0.14666666666666667
2_1.0_2_1,2,0.1330282837152481,0.04573333263397217,0.6573333144187927,0.11675861477851868,0.03799999877810478,0.7386666536331177,0.0,0.20133333333333334,0.12666666666666668
3_1.5_2_1,1,0.22091591358184814,0.09706666320562363,0.4546666741371155,0.2688559293746948,0.08346666395664215,0.5786666870117188,0.0,0.4066666666666667,0.276
3_1.5_2_1,2,0.217886820435524,0.09426666796207428,0.47200000286102295,0.25653567910194397,0.07959999889135361,0.6013333201408386,0.0,0.3933333333333333,0.2773333333333333
2_1.5_1_1,1,0.13876204192638397,0.0568000003695488,0.6880000233650208,0.18090257048606873,0.040800001472234726,0.7906666398048401,0.0,0.15333333333333332,0.064
2_1.5_1_1,2,0.13813593983650208,0.05666666850447655,0.6893333196640015,0.17739102244377136,0.04479999840259552,0.781333327293396,0.0,0.148,0.07733333333333334
3_1.0_1_1,1,0.11830009520053864,0.05013333261013031,0.6520000100135803,0.11303228884935379,0.03799999877810478,0.7493333220481873,0.0,0.17466666666666666,0.10533333333333333
3_1.0_1_1,2,0.11508558690547943,0.04546666517853737,0.6693333387374878,0.1062421053647995,0.035466667264699936,0.7693333625793457,0.0,0.17866666666666667,0.1
2_1.5_3_2,1,0.20951582491397858,0.0851999968290329,0.5199999809265137,0.30834946036338806,0.06133333221077919,0.6973333358764648,0.0,0.33466666666666667,0.148
2_1.5_3_2,2,0.19865326583385468,0.0806666687130928,0.5453333258628845,0.22951632738113403,0.05999999865889549,0.7106666564941406,0.0,0.324,0.144
3_1.0_3_2,1,0.2380688488483429,0.10440000146627426,0.3160000145435333,0.2625271677970886,0.09973333030939102,0.390666663646698,0.0,0.5426666666666666,0.43466666666666665
3_1.0_3_2,2,0.2407406121492386,0.109333336353302,0.2866666615009308,0.27119916677474976,0.10426666587591171,0.36399999260902405,0.0,0.5493333333333333,0.49333333333333335
5_0.5_2_2,1,0.1295233964920044,0.058933332562446594,0.54666668176651,0.13065753877162933,0.05426666513085365,0.581333339214325,0.0,0.2733333333333333,0.216
